nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D
4426,7514,1552,5929,3762,7.36928396563682,7.86833931282999,2.34736058557688,61,80,18,5,6,5,7,7,1,2,2
4011,8529,1574,5307,3935,7.43111467970923,7.94266845051798,0,61,80,0,5,6,5,7,7,0,0,0
4359,6010,1666,5303,3648,6.65870682168116,7.20138540904247,10.731094554267,61,81,89,5,6,5,7,7,5,10,10
4266,6447,1688,5660,3394,6.81912793784191,7.37186685624068,10.982326457219,61,79,89,5,6,5,6,6,5,10,10
4196,6991,1681,5519,3192,6.86537736969727,7.40782905040917,11.0118957635271,61,78,88,5,6,5,6,6,5,10,10
4393,7629,1593,5270,3248,0,7.54681628956574,11.2195055003402,0,78,89,0,0,5,6,6,5,11,12
4010,6618,1700,5224,3123,6.57692371454212,7.15232707853949,10.582998575504,61,79,88,5,6,5,7,7,5,10,10
4065,7805,1683,5963,3008,0,7.71785735409189,11.4842706149651,0,78,89,0,0,5,6,6,5,10,10
4400,8307,1656,5900,3488,7.56113678270131,8.09376470732239,12.0337350059249,61,79,89,5,6,5,6,6,5,11,11
4343,8042,1679,5147,3995,7.3737362337896,7.93179827280043,0,61,80,0,5,6,5,7,7,0,0,0
4407,6753,1614,5576,3489,6.938555015824,7.48944034120033,11.112255513772,61,79,89,5,6,5,7,7,5,10,10
4425,6488,1704,5235,3638,6.82136970062043,7.37528324315942,10.9653981874071,61,81,89,5,6,5,7,7,5,11,12
4120,7935,1673,5002,3063,6.93936506427902,7.49533177834273,11.1044596187276,61,80,88,5,6,5,7,7,5,10,10
4368,6840,1589,5168,3016,6.67024054300348,7.21076176523223,10.6754117195607,61,79,88,5,6,5,7,7,5,11,11
4447,6884,1585,5324,3780,6.99005114873484,7.50496889696883,11.1762675911155,61,81,89,5,6,5,7,7,5,10,10
4277,6102,1686,5915,3050,0,7.26306761697433,10.7763273770337,0,79,87,0,0,5,7,7,5,10,10
4094,6688,1513,5652,3248,6.74094173472155,7.24186843696406,2.15655096406261,61,79,18,5,6,5,6,6,1,2,2
4462,8822,1674,5983,3275,7.71564577283155,8.26443339094111,0,61,79,0,5,6,5,6,6,0,0,0
4450,8213,1721,5153,3272,0,7.8097385065444,11.5903906110179,0,78,88,0,0,5,6,6,5,10,10
4249,6286,1622,5072,3043,6.43122212881601,6.97007036068785,10.3667208185534,62,79,88,5,6,5,6,6,5,10,10
4113,8451,1609,5934,3761,0,8.14631925060026,12.0762184582813,0,79,89,0,0,5,7,7,5,10,10
4027,8330,1507,5498,3593,0,7.81971650108398,11.5876212488967,0,79,89,0,0,5,7,7,5,10,10
4422,7082,1679,5397,3000,6.8646923665407,7.43004565064046,11.005911809182,61,79,88,5,6,5,7,7,5,11,11
4425,8939,1600,5533,3231,0,8.08210370074324,11.9839335958395,0,79,90,0,0,5,6,6,5,11,11
4263,6654,1557,5371,3654,6.8274488951511,7.33072610549148,10.9256328167197,61,80,89,5,6,5,7,7,5,10,10
4085,6823,1703,5986,3690,7.08786537248363,7.65247003586581,2.27792736237061,61,79,18,5,6,5,6,6,1,2,2
4110,7122,1565,5893,3346,7.01247913654173,7.51543293148931,0,61,78,0,5,6,5,6,6,0,0,0
4438,8581,1715,5801,3863,7.76278674994726,8.34459824353619,12.3490659364388,61,79,89,5,6,5,7,7,5,11,12
4339,6407,1682,5803,3988,7.0532019220951,7.61972011600556,11.3084959967626,61,79,88,5,6,5,6,6,5,11,11
4160,7544,1699,5451,3040,6.97212010991309,0,11.1587829265455,61,0,88,5,6,0,0,0,5,10,10
4433,7308,1701,5842,3400,7.22664952440867,7.77386755135203,11.5669028996427,61,79,89,5,6,5,6,6,5,10,10
4012,6978,1588,5942,3456,6.99281803161746,7.52708813663893,0,61,79,0,5,6,5,6,6,0,0,0
4044,7723,1534,5538,3555,7.12558889044342,7.6475174405914,11.3399593842048,61,79,89,5,6,5,7,7,5,10,10
