nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D,nuc_y,nuc_z_to_nuc_y_ratio,kpol_to_kribo_ratio
4140,9000,1757,250000,1224671.98557382,0,639.033658075043,679.40418711136,0,98,86,0,0,23,5,5,16,5,5,250000,5,100
4222,6877,1791,250000,1353469.74100759,1202.34866692814,643.720061340485,738.546206169498,87,96,84,15,5,22,5,5,14,5,5,250000,5,100
4445,8473,1518,250000,1195833.8289282,877.253354212032,627.051207075114,142.906806488605,90,99,17,23,5,24,5,5,3,1,1,250000,5,100
4046,8675,1587,250000,1290918.53986335,0,648.741129921297,142.082798554335,0,97,17,0,0,23,5,5,3,1,1,250000,5,100
4283,6542,1738,250000,1249632.05254829,883.379822679797,619.506091794796,138.226552468473,88,97,17,22,5,23,5,5,3,1,1,250000,5,100
4488,6775,1605,250000,1244610.96459876,846.126178300097,620.440624781816,137.788975203462,89,97,17,24,5,23,5,5,3,1,1,250000,5,100
4101,7181,1501,250000,1142790.0070296,842.014517942857,603.021733543048,661.216899385677,90,99,86,23,5,24,5,5,16,5,5,250000,5,100
4420,7937,1575,250000,1264559.53053652,902.22061293281,635.984324050746,139.675059516125,88,97,17,22,5,23,5,5,3,1,1,250000,5,100
4448,7443,1562,250000,1308964.43731937,0,639.959829065516,143.688718754385,0,97,17,0,0,23,5,5,3,1,1,250000,5,100
4231,8976,1761,250000,1171060.21234929,0,627.468222861121,656.033760091575,0,100,86,0,0,24,5,5,16,5,5,250000,5,100
4461,6696,1735,250000,1125838.0877862,830.900612888522,595.007014881652,633.947472169848,90,99,87,23,5,24,5,5,17,5,5,250000,5,100
4297,6983,1608,250000,1369124.19130341,1071.93242474842,647.316972329969,744.137757436774,87,96,84,18,5,22,5,5,14,5,5,250000,5,100
4405,6606,1603,250000,1236344.97695842,878.283044446812,617.121344507113,137.011844487224,88,97,17,22,5,23,5,5,3,1,1,250000,5,100
4198,7383,1627,1000000,4859630.64661445,3285.66812472776,2253.34539567862,3011.53062163908,87,97,85,22,5,23,5,5,13,5,5,1000000,5,100
4087,8940,1658,1000000,4702242.23477086,0,2236.21074395062,521.954061239061,0,98,17,0,0,24,5,5,3,1,1,1000000,5,100
4195,7586,1655,1000000,4561753.79576262,0,2254.35100315765,2553.70330205121,0,97,98,0,0,23,5,5,21,7,7,1000000,5,100
4314,8741,1754,1000000,5319510.32249265,0,2359.33446796898,2919.21260207286,0,94,84,0,0,22,5,5,13,5,5,1000000,5,100
4009,7788,1659,1000000,4783702.78114552,0,4117.87464846408,2641.86348236332,0,124,99,0,0,15,7,5,23,8,8,1000000,5,100
4279,8119,1660,1000000,5348303.6540509,0,2358.56502543671,2903.34001093715,0,94,84,0,0,22,5,5,14,5,5,1000000,5,100
4324,8510,1655,1000000,5020559.12271394,3636.69062580466,2297.37309201249,2754.6260373741,87,97,84,20,5,23,5,5,14,5,5,1000000,5,100
4386,8857,1517,1000000,4720963.55468557,0,2238.94392636754,2628.89425853574,0,98,96,0,0,24,5,5,19,5,5,1000000,5,100
4035,8628,1640,1000000,4680475.22233279,0,2228.55913403186,519.937169537204,0,98,17,0,0,24,5,5,3,1,1,1000000,5,100
4310,6904,1730,1000000,5145273.34161756,0,2306.65580118776,563.564983267162,0,95,17,0,0,23,5,5,3,1,1,1000000,5,100
4489,6877,1551,1000000,4865209.5274051,3283.93366838817,2249.20808141441,536.662024026716,87,97,17,22,5,23,5,5,3,1,1,1000000,5,100
4101,6468,1697,1000000,4722980.14801896,0,2235.93628432269,2623.47210916602,0,97,98,0,0,23,5,5,20,5,5,1000000,5,100
4210,6800,1785,1000000,4851919.84566179,3277.33095801274,2246.31576100365,535.453766577617,87,97,17,22,5,23,5,5,3,1,1,1000000,5,100
4340,6915,1606,1000000,4725517.83600903,0,2220.79530749954,523.523861761067,0,98,17,0,0,24,5,5,3,1,1,1000000,5,100
4322,7236,1780,1000000,5386441.39733361,3513.51772608354,1983.92655827301,2920.3930417072,86,124,83,21,5,47,8,9,13,5,5,1000000,5,100
4287,6328,1630,1000000,5338095.06792043,0,2894.59430272773,2891.7295456888,0,94,90,0,0,18,5,5,14,5,5,1000000,5,100
4385,8572,1603,1000000,5121298.30393143,3769.47896628024,2318.10210439399,2799.92040349404,86,95,84,19,5,23,5,5,14,5,5,1000000,5,100
4290,6393,1782,1000000,4927706.74278355,0,1970.025881374,2737.38668902385,0,127,84,0,0,36,5,6,14,5,5,1000000,5,100
4484,7154,1522,1000000,5396513.22354679,0,1999.6925583645,2924.78644050815,0,110,83,0,0,30,5,5,13,5,5,1000000,5,100
4036,8960,1731,1000000,4935035.02765439,3332.49573755956,2584.10084076673,543.159366954066,87,97,17,22,5,21,5,5,3,1,1,1000000,5,100
4199,7832,1696,1000000,4626616.06039472,0,2209.34168203439,515.000655577315,0,98,17,0,0,24,5,5,3,1,1,1000000,5,100
4250,6427,1762,1000000,4926972.36621098,0,5204.15057773492,2809.98539204747,0,132,97,0,0,15,9,7,18,5,6,1000000,5,100
4082,7563,1637,1000000,5137966.84176222,3610.70995523736,0,2807.42881575961,86,0,84,20,5,0,0,0,14,5,5,1000000,5,100
4016,8487,1679,1000000,4639614.57892806,2227.73647243697,2272.98057008536,514.880006068062,146,97,17,65,6,23,5,5,3,1,1,1000000,5,100
4479,7848,1780,1000000,4625147.34356318,0,2209.33475179801,514.745957179023,0,98,17,0,0,24,5,5,3,1,1,1000000,5,100
4205,8866,1524,1000000,5237723.7895652,3296.69869373816,2343.98762397283,2842.05281532599,87,94,84,23,5,22,5,5,14,5,5,1000000,5,100
4135,6222,1629,1000000,4577625.81275423,0,1733.77723292334,509.750550909148,0,102,17,0,0,32,5,5,3,1,1,1000000,5,100
4474,7239,1612,1000000,5294034.98220385,0,7950.61814451049,2878.38904726298,0,126,84,0,0,7,5,5,14,5,5,1000000,5,100
4024,7229,1597,1000000,5041139.71842388,3363.4188494216,2289.35971721441,2757.3503045457,87,95,84,22,5,23,5,5,14,5,5,1000000,5,100
4095,6470,1690,1000000,5293808.11908848,0,2331.62455698141,2877.7866982169,0,94,84,0,0,22,5,5,14,5,5,1000000,5,100
4287,7259,1540,1000000,4527974.19716142,0,2182.38551920946,2588.8751450605,0,98,98,0,0,24,5,5,16,5,5,1000000,5,100
4487,7351,1654,1000000,4990764.84475343,4291.54113335759,2279.89644006463,5389.38414184587,87,96,96,16,5,23,5,5,7,5,5,1000000,5,100
4277,7214,1744,1000000,4645058.90681821,0,1739.2247321849,515.332026076102,0,103,17,0,0,31,5,5,3,1,1,1000000,5,100
4376,7372,1671,1000000,5469900.48837122,0,2526.03754306925,2957.26928653774,0,95,83,0,0,21,5,5,13,5,5,1000000,5,100
4093,6296,1703,1000000,4654844.55543736,0,2200.18874065899,517.442989609649,0,98,17,0,0,24,5,5,3,1,1,1000000,5,100
4479,7078,1635,1000000,5353398.86244922,3497.93770855949,2349.11315117389,2895.43396499913,86,94,92,21,5,22,5,5,17,6,6,1000000,5,100
4274,6110,1732,1000000,5439661.1563027,0,2357.18351971939,2935.94175588061,0,94,83,0,0,22,5,5,13,5,5,1000000,5,100
4157,8212,1753,1000000,5049205.87353207,0,1903.05218125775,2767.51255646925,0,117,84,0,0,35,5,6,14,5,5,1000000,5,100
4242,7391,1726,1000000,5431540.98584826,6959.12394874704,2367.6725742281,2929.63755798055,97,94,92,12,5,22,5,5,14,5,5,1000000,5,100
4492,6465,1628,1000000,5057152.74232059,0,0,2770.48634839793,0,0,84,0,0,0,0,0,14,5,5,1000000,5,100
4421,6103,1544,1000000,5487357.44917563,0,2365.14650776402,2964.78892049272,0,94,83,0,0,22,5,5,13,5,5,1000000,5,100
4119,8669,1749,1000000,5362484.3501522,5004.86745304477,2367.03653409677,2903.99617707066,87,94,88,13,5,22,5,5,15,5,5,1000000,5,100
4084,8226,1733,1000000,4648520.22964308,2623.74536035032,3099.81075980542,517.01811579561,103,97,17,32,5,17,5,5,3,1,1,1000000,5,100
4494,6227,1681,1000000,5468826.72310056,0,2363.11006177212,2976.86747727653,0,94,91,0,0,22,5,5,16,6,6,1000000,5,100
4161,8917,1725,1000000,5318852.39162548,0,2360.93265084804,3089.05166150548,0,94,92,0,0,22,5,5,15,5,6,1000000,5,100
4430,8292,1645,1000000,5269441.48727842,0,1936.62173717042,2867.97135132847,0,121,94,0,0,39,6,7,17,5,5,1000000,5,100
4313,8964,1770,1000000,5397662.04833287,0,2376.84430284892,2928.4088234454,0,94,83,0,0,22,5,5,13,5,5,1000000,5,100
4119,6765,1680,1000000,4899227.58702118,2837.91708672487,1928.31181740139,2725.50905661024,95,125,84,33,5,31,5,6,14,5,5,1000000,5,100
4462,8195,1634,1000000,4880264.16246902,3641.13925260423,2266.07960284997,535.891956890111,87,97,17,20,5,23,5,5,3,1,1,1000000,5,100
4268,6677,1717,1000000,5202001.54866487,0,2315.64033594214,2822.43479031844,0,95,84,0,0,23,5,5,14,5,5,1000000,5,100
4174,6913,1794,2500000,11766565.7751217,7934.13983404221,869.37305164202,1297.90202026705,88,20,17,23,5,6,1,1,3,1,1,2500000,5,100
4091,8127,1544,2500000,13126969.2438869,0,0,7596.15204327832,0,0,95,0,0,0,0,0,15,5,6,2500000,5,100
4303,6655,1605,2500000,13377358.623517,12331.8125537919,0,12858.4778292815,87,0,94,13,5,0,0,0,8,5,5,2500000,5,100
4232,8591,1682,2500000,12735323.0911902,10025.4605726378,5969.723040492,6936.78200963258,150,126,84,23,6,23,5,5,14,5,5,2500000,5,100
4006,7361,1518,2500000,13059053.1231686,17558.7021134758,0,0,97,0,0,9,5,0,0,0,0,0,0,2500000,5,100
4163,6306,1735,2500000,13399560.8143295,0,5758.52318231985,7258.92369731974,0,94,83,0,0,22,5,5,13,5,5,2500000,5,100
4407,8410,1764,2500000,11265537.3322696,0,0,1257.98989698848,0,0,17,0,0,0,0,0,3,1,1,2500000,5,100
4402,7879,1735,2500000,13212002.3808939,9625.05798351551,5737.5164949758,7325.78152569278,87,94,91,20,5,22,5,5,15,5,6,2500000,5,100
4421,7678,1596,2500000,12569275.0982398,0,5607.33625425028,10197.7431073931,0,95,95,0,0,23,5,5,10,5,5,2500000,5,100
4199,6188,1613,2500000,11590139.1249797,0,5390.71693098541,18878.8633987975,0,98,100,0,0,24,5,5,5,5,5,2500000,5,100
4172,8924,1734,2500000,13666720.1709709,0,5836.44747472891,7401.34199775866,0,94,83,0,0,22,5,5,13,5,5,2500000,5,100
4043,6725,1544,2500000,13271718.3541647,0,5737.27442339094,7197.3288799562,0,94,83,0,0,22,5,5,13,5,5,2500000,5,100
4409,7091,1705,2500000,13607211.9728544,0,21614.7862910019,7329.70432577289,0,126,83,0,0,6,5,5,13,5,5,2500000,5,100
4496,8240,1503,2500000,12496034.8834837,0,5752.72560705943,7216.04272178242,0,96,86,0,0,22,5,5,14,6,5,2500000,5,100
4408,6465,1701,2500000,13723214.7359877,0,0,7369.03115050395,0,0,83,0,0,0,0,0,13,5,5,2500000,5,100
4485,6635,1506,2500000,12170424.2498801,0,5515.60333478687,6762.41063013177,0,95,90,0,0,23,5,5,16,5,6,2500000,5,100
4032,7674,1560,2500000,13455279.0257609,0,5795.98236074088,7304.75503884692,0,94,83,0,0,22,5,5,13,5,5,2500000,5,100
4309,7600,1575,2500000,12945403.1693555,0,5681.8117235813,10308.4563405455,0,95,94,0,0,23,5,5,10,5,6,2500000,5,100
4142,8857,1704,2500000,13308955.1923555,0,5767.77528947276,7189.45276518309,0,94,83,0,0,22,5,5,13,5,5,2500000,5,100
4150,6140,1528,2500000,11476855.7667089,0,5378.99668139655,1276.15829924169,0,98,17,0,0,24,5,5,3,1,1,2500000,5,100
4247,7595,1759,2500000,13222676.4964897,0,5732.8849076174,7179.33670402753,0,94,83,0,0,22,5,5,13,5,5,2500000,5,100
4163,6364,1675,2500000,12406261.2262755,0,4695.53842060018,6807.93020009792,0,106,84,0,0,31,5,6,14,5,5,2500000,5,100
4193,6027,1604,2500000,12923361.3215264,7873.24895077261,5661.91086035261,7020.56981570259,87,95,84,24,5,23,5,5,14,5,5,2500000,5,100
4334,6105,1613,2500000,12017567.8147992,6048.23264865957,0,6666.2553563999,108,0,97,37,5,0,0,0,18,6,6,2500000,5,100
4259,7303,1504,2500000,13449975.6825806,8672.19860928575,5003.28923889412,3768.6792157674,85,112,19,21,5,36,7,7,1,1,1,2500000,5,100
4304,8470,1743,2500000,13209362.9582079,4830.26440758035,5742.85324353756,7173.71120814578,163,94,84,105,5,22,5,5,14,5,5,2500000,5,100
4237,7764,1711,2500000,12614221.0324118,0,7879.2351169803,6902.5415522998,0,111,84,0,0,29,5,5,14,5,5,2500000,5,100
4331,7664,1719,2500000,12689559.5564215,0,4659.95756797224,6936.72918406721,0,121,84,0,0,28,5,5,14,5,5,2500000,5,100
4022,8300,1622,2500000,12709026.8860554,0,5641.8171681992,6946.18821831176,0,95,84,0,0,23,5,5,14,5,5,2500000,5,100
4002,7027,1617,2500000,11779599.6101728,7940.39653743949,5438.91890640425,1304.61602389692,88,98,17,23,5,24,5,5,3,1,1,2500000,5,100
4455,6415,1605,2500000,12494085.7700083,8250.01925258745,5107.71655096239,6822.07823047606,87,125,84,22,5,45,10,8,14,5,5,2500000,5,100
4163,7337,1793,2500000,11276893.9824105,7720.10251945257,5336.23378716431,1258.91652046765,88,98,17,23,5,24,5,5,3,1,1,2500000,5,100
4496,6791,1743,2500000,12544118.5345047,0,0,6856.42929030359,0,0,84,0,0,0,0,0,14,5,5,2500000,5,100
4409,7935,1542,2500000,11861277.4477952,0,5464.73102356625,1311.52028069713,0,97,17,0,0,23,5,5,3,1,1,2500000,5,100
4246,7704,1680,2500000,12092985.1091148,10649.6763542075,0,1330.35766898437,87,0,17,15,5,0,0,0,3,1,1,2500000,5,100
4424,6194,1552,2500000,12632944.0117812,0,5605.2838341949,6945.96407724707,0,95,84,0,0,23,5,5,14,5,5,2500000,5,100
4198,7135,1663,2500000,13586237.6990317,0,4992.05806929929,7367.26424504289,0,101,83,0,0,28,5,5,13,5,5,2500000,5,100
4234,7578,1661,2500000,13436272.6251922,0,5778.08374728129,7276.13391816047,0,94,83,0,0,22,5,5,13,5,5,2500000,5,100
4169,8984,1565,2500000,13411274.962402,0,5787.0229490653,7266.06210221242,0,94,83,0,0,22,5,5,13,5,5,2500000,5,100
4188,6326,1590,2500000,12104752.5766189,7093.89700275362,5753.10934016002,1342.42684142641,90,96,17,28,5,22,5,5,3,1,1,2500000,5,100
4251,7247,1569,2500000,11501343.6745912,0,5385.73331744029,1276.43354966996,0,98,17,0,0,24,5,5,3,1,1,2500000,5,100
4205,6694,1780,2500000,11771818.2186608,0,4378.33983468978,6497.65000683552,0,120,93,0,0,45,5,5,19,7,7,2500000,5,100
4481,6238,1685,2500000,11442246.8882798,0,5392.17915844975,0,0,98,0,0,0,24,5,5,0,0,0,2500000,5,100
4022,7599,1652,2500000,11511746.7070071,0,0,1278.23933876833,0,0,17,0,0,0,0,0,3,1,1,2500000,5,100
4189,7267,1560,2500000,11544681.7022339,6734.59364144591,8137.49068744634,6405.71350979603,91,98,99,29,5,16,5,5,17,5,5,2500000,5,100
4204,6874,1597,2500000,13710742.904442,10588.0675162447,0,7394.24167050937,86,0,84,17,5,0,0,0,14,5,5,2500000,5,100
4348,7164,1626,2500000,13053851.0715845,0,5700.64031695395,8182.1677111478,0,94,84,0,0,22,5,5,12,5,5,2500000,5,100
4196,7956,1706,2500000,13653395.8573141,0,5823.92377970344,7374.79370862729,0,94,83,0,0,22,5,5,13,5,5,2500000,5,100
4196,8992,1648,2500000,12343222.5953374,6162.27088555663,5574.77276611976,7202.59732309835,113,95,90,37,5,23,5,5,15,6,5,2500000,5,100
4475,8655,1658,2500000,13035538.1974538,0,7148.62684585565,11835.1708613939,0,95,86,0,0,19,5,5,8,5,5,2500000,5,100
4443,6355,1611,250000,489833.16412584,518.975056138952,422.017568909076,420.728299590756,110,118,100,35,5,36,5,5,26,5,5,250000,2,100
4218,8335,1657,250000,465687.309727765,527.613424865797,0,427.151172154287,112,0,101,36,5,0,0,0,27,5,5,250000,2,100
4176,8556,1752,250000,483682.351190733,539.532180859821,442.185166243844,435.407840088887,111,120,100,35,5,36,5,5,26,5,5,250000,2,100
4237,7000,1570,250000,463911.949879808,513.871208754112,419.464727652725,451.151567073592,111,121,101,36,5,37,5,5,25,5,5,250000,2,100
4057,7440,1537,250000,530311.4965901,0,446.430890182448,442.769211756493,0,117,98,0,0,35,5,5,25,5,5,250000,2,100
4024,6323,1649,250000,509266.18175368,482.826023799571,428.485796681018,427.541640258946,112,117,98,40,5,35,5,5,25,5,5,250000,2,100
4047,8237,1610,250000,541598.020679212,0,458.164227532899,0,0,116,0,0,0,34,5,5,0,0,0,250000,2,100
4483,8530,1664,250000,472746.566565784,533.766138661803,437.86150017685,431.04017771352,112,121,100,36,5,37,5,5,26,5,5,250000,2,100
4436,8722,1774,250000,532047.607997438,0,460.007317242689,453.213329671139,0,118,99,0,0,35,5,5,25,5,5,250000,2,100
4057,7055,1727,250000,454298.985285219,1737.90588488245,416.883319953631,413.576757671542,273,121,101,8,5,37,5,5,27,5,5,250000,2,100
4413,8645,1743,250000,509605.600056988,554.656031339322,451.756249655494,445.03942891666,109,119,99,34,5,35,5,5,25,5,5,250000,2,100
4492,7120,1647,250000,510800.595882688,0,436.783526271585,433.772387558058,0,117,99,0,0,35,5,5,25,5,5,250000,2,100
4227,6890,1725,250000,479964.504602915,104.33751463614,424.19685266369,421.515632881514,22,119,100,7,1,36,5,5,26,5,5,250000,2,100
4356,8461,1753,250000,511444.649980086,0,450.634912284385,444.273919269403,0,119,99,0,0,35,5,5,25,5,5,250000,2,100
4191,7337,1584,250000,543998.783182538,559.991934135538,449.878309823723,500.567196736284,107,116,98,33,5,34,5,5,22,5,5,250000,2,100
4145,8010,1655,250000,511693.228636183,0,446.099860223757,440.893011647987,0,118,99,0,0,35,5,5,25,5,5,250000,2,100
4143,8032,1657,250000,456830.30402787,519.731905175365,427.405022698145,421.686051577144,112,121,101,36,5,37,5,5,27,5,5,250000,2,100
4279,7595,1561,250000,534131.843542221,557.335420615943,449.163305478906,371.943141676135,108,117,102,34,5,35,5,5,32,5,5,250000,2,100
4212,6463,1504,250000,532532.555249324,545.639428491666,437.355441005995,436.075098697478,108,117,97,34,5,35,5,5,25,5,5,250000,2,100
4167,6259,1510,250000,523604.754516217,0,432.41354319272,431.573582593269,0,117,98,0,0,35,5,5,25,5,5,250000,2,100
4393,7577,1799,250000,506461.594341699,0,440.193408056043,435.976245653391,0,118,100,0,0,35,5,5,26,5,5,250000,2,100
4449,7002,1518,250000,479878.237413073,0,424.917593964869,421.939441099425,0,119,100,0,0,36,5,5,26,5,5,250000,2,100
4351,7389,1768,250000,481381.993457926,583.101340163973,429.712125817638,425.788437041986,111,120,100,31,5,36,5,5,26,5,5,250000,2,100
4000,7015,1560,250000,534688.967462501,0,443.674232734743,441.104461756656,0,117,98,0,0,35,5,5,25,5,5,250000,2,100
4322,8029,1540,250000,464484.136461872,524.116358607933,429.889557617703,424.1856443882,112,121,101,36,5,37,5,5,27,5,5,250000,2,100
4490,6425,1686,250000,494366.815650549,525.474041281201,424.351270234965,353.765181220292,109,118,103,35,5,36,5,5,33,5,5,250000,2,100
4346,6169,1517,250000,495120.876614926,495.394794972498,421.90925157005,421.0684041386,110,118,99,38,5,36,5,5,26,5,5,250000,2,100
4166,8403,1628,250000,478569.151046382,506.90595482911,438.69783482232,432.23927015667,113,120,100,39,5,36,5,5,26,5,5,250000,2,100
4106,7761,1674,250000,513142.46037244,547.617686319607,444.163694462992,439.587476905702,109,118,99,34,5,35,5,5,25,5,5,250000,2,100
4343,8952,1781,250000,512152.016683693,548.039114222836,455.784448011715,448.236412353528,110,119,99,35,5,35,5,5,25,5,5,250000,2,100
4347,8824,1563,250000,533170.46842654,0,461.102527409068,454.032401817213,0,118,99,0,0,35,5,5,25,5,5,250000,2,100
4403,6781,1502,250000,489864.180139963,0,426.169577252625,0,0,119,0,0,0,36,5,5,0,0,0,250000,2,100
4288,7874,1541,250000,508128.09626813,546.181914838343,443.303011211937,454.895520783188,109,118,99,34,5,35,5,5,24,5,5,250000,2,100
4284,8520,1742,250000,508178.365713295,552.519337561813,450.096792306567,443.611025984723,109,119,99,34,5,35,5,5,25,5,5,250000,2,100
4044,7172,1725,250000,492219.744782251,106.14296912084,431.296233769735,428.019940118278,22,119,100,7,1,36,5,5,26,5,5,250000,2,100
4395,7164,1639,250000,498623.93590464,0,433.201315718858,429.928048835147,0,119,100,0,0,36,5,5,26,5,5,250000,2,100
4012,8860,1753,250000,507901.712629633,506.732696181358,453.500157144383,446.166237041387,113,119,100,40,5,35,5,5,26,5,5,250000,2,100
4283,6030,1524,250000,477895.082045072,0,414.60855268556,414.010488021065,0,118,100,0,0,36,5,5,26,5,5,250000,2,100
4468,7664,1743,250000,478902.988499818,527.625498187438,0,426.869483794823,111,0,100,36,5,0,0,0,26,5,5,250000,2,100
4335,8711,1616,250000,453854.698364534,0,432.975481552657,425.536173480986,0,122,101,0,0,37,5,5,27,5,5,250000,2,100
4278,6300,1714,250000,466248.954314336,508.675177643903,413.514363022069,412.177028582082,111,120,101,36,5,37,5,5,27,5,5,250000,2,100
4045,6548,1533,250000,546352.261942213,553.47430781069,442.733082220773,441.406200380083,106,116,97,33,5,34,5,5,25,5,5,250000,2,100
4252,8079,1784,250000,507630.193748011,548.017602324622,445.59206190591,440.261690601381,109,119,100,34,5,35,5,5,26,5,5,250000,2,100
4345,6170,1511,250000,476567.296085991,0,415.467771015583,414.523345073418,0,119,100,0,0,36,5,5,26,5,5,250000,2,100
4299,6291,1577,250000,463762.481576753,507.156804646489,412.325423471581,441.407839249381,111,120,100,36,5,37,5,5,25,5,5,250000,2,100
4268,8836,1600,250000,529865.8212904,0,460.215278244522,453.097455668222,0,118,99,0,0,35,5,5,25,5,5,250000,2,100
4280,7065,1568,250000,458361.077554571,0,418.126048193651,414.810677389613,0,121,101,0,0,37,5,5,27,5,5,250000,2,100
4306,8994,1541,250000,516337.597690801,0,457.228147457954,449.615204183109,0,119,99,0,0,35,5,5,25,5,5,250000,2,100
4220,7848,1584,250000,530499.804815397,0,450.587595471778,445.90671932619,0,117,99,0,0,35,5,5,25,5,5,250000,2,100
4375,6579,1678,250000,521970.277103802,0,435.260897951859,433.623345442703,0,117,98,0,0,35,5,5,25,5,5,250000,2,100
4166,8376,1744,1000000,2051316.15942755,2043.06074422169,0,1417.2008007695,105,0,125,32,5,0,0,0,31,5,5,1000000,2,100
4394,8130,1532,1000000,2028042.27332726,1739.96539694776,4877.63747245121,1574.47496137228,109,169,97,40,5,13,6,7,25,5,5,1000000,2,100
4196,6362,1780,1000000,2122412.85828228,1971.62631385212,1550.32247594453,1619.81182176063,104,114,96,33,5,34,5,5,24,5,5,1000000,2,100
4376,7216,1722,1000000,1844761.96011385,1828.01253579298,2063.34615934128,5940.03296391693,108,118,134,36,5,26,5,5,7,5,5,1000000,2,100
4339,8129,1684,1000000,1881407.83919198,0,1486.70243546357,1431.17962414847,0,116,100,0,0,36,5,5,28,5,5,1000000,2,100
4141,6348,1796,1000000,1931175.77587515,2098.51730044633,1486.43998775887,1528.16558367139,106,116,98,31,5,36,5,5,26,5,5,1000000,2,100
4497,7024,1658,1000000,2166435.46698193,2001.76573378753,1570.87377287621,1482.92116435756,104,113,134,33,5,34,5,5,50,5,5,1000000,2,100
4007,7816,1578,1000000,2175403.29959933,0,1581.747656711,1621.64241380522,0,114,96,0,0,34,5,5,24,5,5,1000000,2,100
4270,6446,1511,1000000,1943427.51021726,0,1491.10335340297,1532.6521017938,0,116,98,0,0,36,5,5,26,5,5,1000000,2,100
4025,7983,1571,1000000,2160566.81583445,0,1578.57407758607,1617.99810330218,0,114,97,0,0,34,5,5,25,5,5,1000000,2,100
4208,6589,1703,1000000,2097976.31450521,1960.58679832241,308.90795384332,1586.93306945449,105,23,97,34,5,7,1,1,25,5,5,1000000,2,100
4070,8758,1599,1000000,1815384.10925362,2455.06126786915,8258.21954872743,2854.19686634745,115,229,152,25,5,7,6,5,32,5,23,1000000,2,100
4232,8882,1704,1000000,2157070.28595883,0,0,1725.72976333339,0,0,95,0,0,0,0,0,23,5,5,1000000,2,100
4229,8104,1785,1000000,1986428.03107034,1914.41728265917,304.524888503013,1560.4831976383,107,23,98,35,5,7,1,1,26,5,5,1000000,2,100
