nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D,nuc_y,nuc_z_to_nuc_y_ratio,kpol_to_kribo_ratio
4494,8104,1506,250000,133571.604683743,0,138.561581861508,207.563792555505,0,91,104,0,0,5,8,8,5,10,10,250000,0.5,1
4124,6920,1781,250000,133795.297902363,0,138.362542757342,210.554517579771,0,91,105,0,0,5,8,8,5,9,9,250000,0.5,1
4252,6525,1779,250000,131547.06191634,0,139.393361817435,209.64650390498,0,91,105,0,0,5,7,7,5,9,9,250000,0.5,1
4492,8827,1737,250000,131149.837615522,0,138.214058161371,210.20232839534,0,91,104,0,0,5,8,8,5,9,9,250000,0.5,1
4007,7895,1621,250000,114353.820994373,0,131.90955277618,199.84225080903,0,91,102,0,0,5,8,8,5,9,9,250000,0.5,1
4399,7984,1571,250000,122240.333675131,129.444199571881,143.378817425644,200.555688323475,70,92,103,5,9,5,5,5,5,11,11,250000,0.5,1
4037,6263,1659,250000,134126.942331602,0,141.975974900858,0,0,91,0,0,0,5,6,6,0,0,0,250000,0.5,1
4218,8005,1753,250000,122500.042236791,0,138.937547541236,0,0,91,0,0,0,5,6,6,0,0,0,250000,0.5,1
4160,7544,1699,250000,123777.622547583,0,135.261412163838,205.826982901013,0,91,104,0,0,5,8,8,5,9,9,250000,0.5,1
4020,8034,1540,250000,127650.506360961,0,136.571128288533,0,0,91,0,0,0,5,8,8,0,0,0,250000,0.5,1
4402,8964,1763,250000,134008.100269851,0,138.532663080754,206.92198500283,0,91,104,0,0,5,8,8,5,11,11,250000,0.5,1
4357,8403,1759,250000,120448.572299196,0,134.559394019059,200.042205535448,0,91,103,0,0,5,8,8,5,11,11,250000,0.5,1
4425,6363,1558,250000,115973.813497381,123.408922602637,135.79621900997,200.474651180099,69,90,103,5,11,5,6,6,5,9,9,250000,0.5,1
4248,8683,1639,250000,120419.156309214,0,135.668016001348,200.012739867117,0,91,103,0,0,5,7,7,5,11,11,250000,0.5,1
4017,6602,1568,250000,120927.130082316,128.938264518959,136.72756684171,199.05452903886,69,91,103,5,8,5,6,7,5,11,11,250000,0.5,1
4460,7731,1645,250000,129485.14699533,0,138.188993476558,0,0,90,0,0,0,5,7,7,0,0,0,250000,0.5,1
4493,6065,1795,250000,128237.079311594,128.78735138849,138.464699316043,206.240058840416,69,90,103,5,10,5,7,7,5,9,9,250000,0.5,1
4377,8079,1584,250000,134023.424259195,0,138.719177901342,0,0,91,0,0,0,5,8,8,0,0,0,250000,0.5,1
4357,6294,1706,250000,129216.816973235,0,136.691102675397,201.95082439563,0,91,103,0,0,5,8,8,5,11,11,250000,0.5,1
4128,8186,1704,250000,129498.626677209,0,137.331352927036,204.177284089902,0,91,104,0,0,5,8,8,5,11,11,250000,0.5,1
4184,8920,1760,250000,125606.407723625,0,139.692927974004,206.286812765462,0,90,103,0,0,5,6,6,5,9,9,250000,0.5,1
4473,6142,1685,250000,114696.080946412,0,131.950536013,0,0,91,0,0,0,5,8,8,0,0,0,250000,0.5,1
4241,7722,1731,250000,126864.890048479,25.9308017058038,136.198391905373,201.78348452223,14,91,103,1,2,5,8,8,5,11,11,250000,0.5,1
4362,7792,1551,250000,113782.355415731,0,135.541170784283,196.314288531012,0,91,103,0,0,5,7,7,5,11,11,250000,0.5,1
4442,8100,1512,250000,115241.229268272,128.143194655066,132.746632650066,197.177386884566,70,91,103,5,8,5,8,8,5,11,11,250000,0.5,1
4380,7740,1585,250000,117207.023516548,0,136.987817737598,0,0,91,0,0,0,5,6,6,0,0,0,250000,0.5,1
4244,7434,1565,250000,132526.519790301,0,138.680924500189,0,0,92,0,0,0,5,8,8,0,0,0,250000,0.5,1
4258,6045,1620,250000,120729.961344696,0,0,203.866427344852,0,0,104,0,0,0,0,0,5,9,9,250000,0.5,1
4399,6854,1522,250000,128096.277689954,0,136.408195656907,202.799914390426,0,91,103,0,0,5,8,8,5,11,11,250000,0.5,1
4065,7819,1750,250000,129778.200362405,130.998800655829,137.311500091685,208.738378589629,69,91,104,5,9,5,8,8,5,9,9,250000,0.5,1
4017,6829,1541,250000,119321.437107295,123.655274591976,133.42728671998,199.994086483705,69,91,103,5,12,5,8,8,5,10,10,250000,0.5,1
4380,8119,1537,250000,128810.011492017,0,137.186458109879,203.767344598578,0,91,104,0,0,5,8,8,5,11,11,250000,0.5,1
4418,6198,1625,250000,113821.393151184,0,131.605855936458,195.650327292503,0,91,103,0,0,5,8,8,5,11,11,250000,0.5,1
4474,8045,1605,1000000,496713.631653188,0,561.904788957561,787.23833996035,0,92,102,0,0,5,5,5,5,10,10,1000000,0.5,1
4025,7607,1714,1000000,506687.208764919,0,560.281922350491,0,0,92,0,0,0,5,5,6,0,0,0,1000000,0.5,1
4491,7404,1542,1000000,538762.314139463,0,542.904685778806,855.228951909972,0,90,115,0,0,5,7,7,5,11,13,1000000,0.5,1
4070,7075,1618,1000000,538738.53015107,0,540.131030896936,182.636449325038,0,91,23,0,0,5,8,8,1,1,1,1000000,0.5,1
4044,8149,1687,1000000,500239.548598776,0,529.630529412394,894.713746054417,0,90,114,0,0,5,7,8,5,5,5,1000000,0.5,1
4197,6398,1760,1000000,493783.033388602,486.940714317922,537.855304604347,800.656484377513,69,90,104,5,12,5,6,6,5,9,9,1000000,0.5,1
4250,6946,1623,1000000,515500.854308483,0,566.854461915533,799.160441338846,0,93,103,0,0,5,5,5,5,10,10,1000000,0.5,1
4458,6505,1676,1000000,494031.147385162,483.964562096241,525.868400762295,898.052290088414,70,91,114,5,13,5,8,8,5,5,6,1000000,0.5,1
4424,7823,1723,1000000,499735.940230725,0,558.959842178203,784.575423406443,0,92,103,0,0,5,5,5,5,11,11,1000000,0.5,1
4153,6879,1729,1000000,460355.290176511,0,528.571865312778,0,0,90,0,0,0,5,6,6,0,0,0,1000000,0.5,1
4303,6477,1699,1000000,470054.102578254,0,517.79208809453,0,0,91,0,0,0,5,8,8,0,0,0,1000000,0.5,1
4260,6527,1621,1000000,459581.17770535,0,545.48501381674,865.508028665461,0,92,113,0,0,5,5,5,5,5,5,1000000,0.5,1
4068,6609,1736,1000000,515611.205460657,0,569.19494390873,791.943751231157,0,93,103,0,0,5,5,5,5,11,11,1000000,0.5,1
4351,8278,1514,1000000,460247.111336251,0,545.095699195945,867.090502786339,0,91,113,0,0,5,5,6,5,5,5,1000000,0.5,1
4138,6939,1751,1000000,473268.601678166,0,532.566318705836,883.801361789184,0,90,113,0,0,5,6,6,5,5,6,1000000,0.5,1
4403,6929,1524,1000000,485352.82132606,0,530.130838890893,881.766461499285,0,91,114,0,0,5,7,7,5,5,5,1000000,0.5,1
4493,6185,1625,1000000,451939.001048214,472.985813156551,526.131499658435,865.603284448167,69,90,113,5,12,5,6,6,5,5,5,1000000,0.5,1
4099,7721,1738,1000000,454451.242531256,473.095790589749,513.132613248946,774.6248002435,70,91,102,5,13,5,8,8,5,9,9,1000000,0.5,1
4127,6867,1659,1000000,536319.318772976,523.976134824779,539.55825963243,0,69,91,0,5,9,5,8,8,0,0,0,1000000,0.5,1
4425,6398,1787,1000000,496493.751153772,501.887571620935,526.408564118449,886.002085342127,69,91,114,5,9,5,8,8,5,5,5,1000000,0.5,1
4437,8953,1616,1000000,486766.64497481,0,496.066020956628,788.950227978762,0,94,103,0,0,5,12,12,5,10,10,1000000,0.5,1
4382,6152,1578,1000000,496153.563740617,505.908021631948,526.241355806862,782.42798476266,70,91,103,5,9,5,8,8,5,11,11,1000000,0.5,1
4218,8420,1724,1000000,548138.070526256,0,554.737900576938,185.00626755019,0,90,23,0,0,5,6,6,1,1,1,1000000,0.5,1
4230,8720,1768,1000000,508529.608627319,0,530.844603225669,792.415679114773,0,91,103,0,0,5,8,8,5,11,11,1000000,0.5,1
4291,7589,1754,1000000,544925.220213077,0,543.225323945661,920.748972689338,0,90,116,0,0,5,7,7,5,5,5,1000000,0.5,1
4479,7758,1571,1000000,491904.045503118,0,533.699120826818,801.729807695944,0,91,104,0,0,5,7,7,5,9,9,1000000,0.5,1
4316,8590,1564,1000000,546951.663831267,0,543.599471030447,821.093119299718,0,91,103,0,0,5,8,8,5,9,9,1000000,0.5,1
4029,6763,1707,1000000,494747.067285685,0,559.675358220809,887.761776580694,0,92,114,0,0,5,5,5,5,5,5,1000000,0.5,1
4161,8159,1598,1000000,536984.482418203,0,540.174294577142,805.466579803339,0,91,104,0,0,5,8,8,5,11,11,1000000,0.5,1
4389,6917,1737,1000000,512873.530259932,507.448441810377,532.034718229286,0,69,91,0,5,9,5,8,8,0,0,0,1000000,0.5,1
4082,6773,1738,1000000,536004.795369604,0,533.842499592954,182.527105159572,0,91,23,0,0,5,8,8,1,1,1,1000000,0.5,1
4236,7569,1505,1000000,492675.368885158,0,561.932875256164,883.687995932148,0,93,116,0,0,5,5,5,5,5,6,1000000,0.5,1
4192,8330,1755,1000000,481255.885070902,0,555.744341822463,881.193104325492,0,92,113,0,0,5,5,5,5,5,5,1000000,0.5,1
4058,6010,1692,1000000,474494.273200332,0,519.080352915236,771.662110397277,0,91,103,0,0,5,8,8,5,11,11,1000000,0.5,1
4236,6489,1769,1000000,503346.302198984,488.928512093928,539.542231142998,0,69,91,0,5,12,5,7,7,0,0,0,1000000,0.5,1
4361,7137,1512,1000000,491583.251839765,0,557.013028151378,780.999726081989,0,92,103,0,0,5,5,5,5,11,11,1000000,0.5,1
4342,8761,1788,1000000,498921.022981604,0,562.445600022581,805.777512369146,0,92,104,0,0,5,5,5,5,9,9,1000000,0.5,1
4112,8169,1583,1000000,500905.111778905,0,0,847.451505769886,0,0,114,0,0,0,0,0,6,8,9,1000000,0.5,1
4486,7091,1797,1000000,540521.31006265,0,546.008118442347,0,0,91,0,0,0,5,7,7,0,0,0,1000000,0.5,1
4038,6099,1691,1000000,463081.589631226,0,548.63069316425,781.32491362281,0,92,103,0,0,5,6,6,5,9,9,1000000,0.5,1
4014,7053,1742,1000000,525673.87727648,0,536.158038828118,797.095670321722,0,91,104,0,0,5,8,8,5,11,11,1000000,0.5,1
4289,6956,1551,1000000,487455.154717501,499.227146442931,562.360042049812,799.054696201708,69,92,104,5,9,5,5,5,5,9,9,1000000,0.5,1
4362,8195,1569,1000000,534750.832975544,0,547.294641046821,822.44588614047,0,91,104,0,0,5,7,7,5,9,9,1000000,0.5,1
4007,6058,1727,1000000,470682.753952116,0,558.806179822421,888.498495346353,0,92,115,0,0,5,5,6,5,5,6,1000000,0.5,1
4258,7733,1767,1000000,500584.200159171,0,541.108125690565,802.444133822537,0,90,104,0,0,5,6,6,5,9,9,1000000,0.5,1
4405,6455,1782,1000000,494698.341080781,491.905297637137,558.684643178645,796.544154428048,69,92,103,5,11,5,5,5,5,9,9,1000000,0.5,1
4114,8156,1548,1000000,517250.543907687,0,549.97829727831,793.402202961205,0,91,103,0,0,5,6,6,5,11,11,1000000,0.5,1
4215,6203,1561,1000000,462329.484794881,0,528.553874591406,872.775167119894,0,90,113,0,0,5,6,6,5,5,6,1000000,0.5,1
4017,7103,1603,1000000,469148.580770729,0,554.568820151041,867.642065478944,0,92,113,0,0,5,5,5,5,5,5,1000000,0.5,1
4208,8206,1514,1000000,524127.643809574,0,0,885.500591417833,0,0,116,0,0,0,0,0,5,6,6,1000000,0.5,1
4060,7501,1535,2500000,1307821.8255823,0,1419.5158686472,2248.07325065917,0,92,114,0,0,5,5,5,5,5,5,2500000,0.5,1
4301,6054,1723,2500000,1156094.2285599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0.5,1
4153,8363,1779,2500000,1250905.27721388,1274.12260171439,1383.73535051864,2219.18854951275,69,92,114,5,7,5,5,5,5,5,5,2500000,0.5,1
4167,8971,1601,2500000,1357883.37428252,1306.52319115388,1348.1682533911,457.021499646955,69,91,23,5,7,5,8,8,1,1,1,2500000,0.5,1
4230,8061,1794,2500000,1137405.1484852,0,1368.29556803869,2157.65699902367,0,92,113,0,0,5,5,5,5,5,5,2500000,0.5,1
4352,8086,1533,2500000,1296268.39593358,1242.93855329276,0,2253.58600298656,69,0,114,5,11,0,0,0,5,5,5,2500000,0.5,1
4357,8419,1566,2500000,1193043.63599241,0,1383.8426205666,2187.60122424599,0,92,113,0,0,5,5,5,5,5,5,2500000,0.5,1
4101,8898,1606,2500000,1159570.07916632,1271.89422381072,1360.58678107797,2170.46964250681,70,91,113,5,6,5,5,5,5,5,5,2500000,0.5,1
4102,7472,1778,2500000,1294545.11754141,0,0,450.051280166833,0,0,23,0,0,0,0,0,1,1,1,2500000,0.5,1
4149,8962,1593,2500000,1261250.90976973,0,1406.0037433813,2228.84648157816,0,93,114,0,0,5,5,5,5,5,5,2500000,0.5,1
4228,7775,1574,2500000,1253704.36026407,1273.9708902729,1375.48826492617,2224.04129218836,69,91,114,5,7,5,5,5,5,5,5,2500000,0.5,1
4275,8572,1521,2500000,1275408.78420849,0,1366.45048431291,2240.74734203141,0,93,114,0,0,5,6,6,5,5,5,2500000,0.5,1
4210,6976,1586,2500000,1281475.8822446,0,1402.46397679274,2246.51188593437,0,93,114,0,0,5,5,5,5,5,5,2500000,0.5,1
4465,8069,1634,2500000,1212651.86278082,0,1358.71222255433,2202.24160369268,0,92,114,0,0,5,6,6,5,5,5,2500000,0.5,1
4015,6456,1549,2500000,1301023.55137169,0,1402.47161195422,2225.06881203262,0,92,116,0,0,5,5,5,5,5,5,2500000,0.5,1
4155,6237,1533,2500000,1283190.36777192,0,1322.59811659786,2229.28438950755,0,91,113,0,0,5,8,8,5,5,5,2500000,0.5,1
4427,6195,1662,2500000,1130486.96708086,1253.8137755669,1352.16099566777,2148.3880484126,70,91,112,5,8,5,5,5,5,5,5,2500000,0.5,1
4242,8763,1565,2500000,1341914.74311866,0,0,455.721933338815,0,0,23,0,0,0,0,0,1,1,1,2500000,0.5,1
4342,6757,1795,2500000,1366647.62190029,0,1430.76519935556,457.916326326467,0,93,23,0,0,5,5,5,1,1,1,2500000,0.5,1
4113,6453,1569,2500000,1243080.44139909,0,1391.43702261151,2206.01784739929,0,93,114,0,0,5,5,5,5,5,5,2500000,0.5,1
4466,8167,1640,2500000,1141714.07482563,0,1348.70640363372,2161.17424137278,0,91,112,0,0,5,5,5,5,5,5,2500000,0.5,1
4459,6392,1744,2500000,1132596.37377419,0,1348.75761614328,2163.74613504648,0,92,113,0,0,5,5,5,5,5,5,2500000,0.5,1
4025,6946,1709,2500000,1206140.15155396,0,1373.27545568996,2195.35463209836,0,92,113,0,0,5,5,5,5,5,5,2500000,0.5,1
4110,8059,1580,2500000,1258679.70408223,1370.49565140703,1387.80985302913,2225.57501390965,73,92,114,5,5,5,5,5,5,5,5,2500000,0.5,1
4173,8033,1758,2500000,1298221.68484495,0,0,2241.97959601934,0,0,114,0,0,0,0,0,5,5,5,2500000,0.5,1
4191,7068,1698,2500000,1145260.49536577,0,1356.81783038429,2157.77159734762,0,92,112,0,0,5,5,5,5,5,5,2500000,0.5,1
4089,7584,1773,2500000,1272670.53087971,0,1393.63922786579,448.231675289599,0,92,23,0,0,5,5,5,1,1,1,2500000,0.5,1
4191,8511,1505,2500000,1298665.39241984,0,1328.67897526382,2237.56118805788,0,91,114,0,0,5,8,8,5,5,5,2500000,0.5,1
4089,8771,1766,2500000,1166870.05293129,1920.05969371659,1357.46513404571,2167.89932503715,123,91,113,10,46,5,5,5,5,5,5,2500000,0.5,1
4404,8746,1568,2500000,1213605.44676395,1261.67978312311,1380.31693170871,2199.76892109079,69,92,113,5,7,5,5,5,5,5,5,2500000,0.5,1
4429,7606,1706,2500000,1215388.17836667,0,0,2198.68187219854,0,0,113,0,0,0,0,0,5,5,5,2500000,0.5,1
4114,7658,1791,2500000,1169277.36191948,0,1356.2791256811,2176.77978856114,0,91,113,0,0,5,5,5,5,5,5,2500000,0.5,1
4348,6754,1716,2500000,1218416.67441272,0,1382.54905985964,2208.47003020876,0,92,114,0,0,5,5,5,5,5,5,2500000,0.5,1
4447,7444,1766,2500000,1325892.99505217,1239.50998447136,1352.87217690346,452.883165113446,69,90,23,5,12,5,7,7,1,1,1,2500000,0.5,1
4178,8962,1579,2500000,1221517.15845107,0,1367.17058942664,2202.80817369433,0,92,113,0,0,5,6,5,5,5,5,2500000,0.5,1
4089,8920,1684,2500000,1173816.79903583,1242.84736768835,1367.47331955698,2176.9065757384,69,92,113,5,8,5,5,5,5,5,5,2500000,0.5,1
4130,7853,1665,2500000,1357530.10235044,1248.12808850968,1347.73230312935,453.813765310039,69,91,23,5,12,5,8,8,1,1,1,2500000,0.5,1
4195,8839,1726,2500000,1154522.37640331,1229.75714408623,1348.16404526146,2166.16156188167,70,91,113,5,10,5,5,5,5,5,5,2500000,0.5,1
4287,7880,1523,2500000,1137244.43679395,1302.965535181,1347.9721674408,2155.05691092512,72,91,112,5,6,5,5,5,5,5,5,2500000,0.5,1
4064,7965,1728,2500000,1197989.33367241,0,1341.97995180594,2187.69838777142,0,91,113,0,0,5,6,6,5,5,5,2500000,0.5,1
4173,7918,1577,2500000,1374090.87790255,0,1342.58937402868,2297.1810778828,0,91,116,0,0,5,8,8,5,5,5,2500000,0.5,1
4053,6147,1681,2500000,1319833.0002816,0,0,2244.69078939326,0,0,114,0,0,0,0,0,5,5,5,2500000,0.5,1
4020,7247,1770,2500000,1132010.9685674,1214.91668982953,1346.17975591439,2165.07150648036,69,92,113,5,9,5,5,5,5,5,5,2500000,0.5,1
4057,6093,1520,2500000,1145823.0806992,0,1277.83929756646,2153.24834538496,0,90,112,0,0,5,7,8,5,5,5,2500000,0.5,1
4280,7611,1679,2500000,1134024.36330797,0,0,2157.31305845638,0,0,113,0,0,0,0,0,5,5,5,2500000,0.5,1
4424,6761,1509,2500000,1164611.86914777,0,1348.0298134054,2175.48137085497,0,91,113,0,0,5,5,5,5,5,5,2500000,0.5,1
4284,6924,1693,2500000,1156182.31765224,0,1356.55974654602,2162.97189804419,0,92,112,0,0,5,5,5,5,5,5,2500000,0.5,1
4076,7808,1520,2500000,1224617.41555924,1263.49929195271,1383.2812006664,2212.014846966,70,92,114,5,8,5,5,5,5,5,5,2500000,0.5,1
4447,7233,1617,2500000,1126698.42806644,1234.37038359764,1344.58735369237,2148.93095879069,69,91,112,5,7,5,5,5,5,5,5,2500000,0.5,1
4115,8771,1761,2500000,1298670.56251634,0,1340.62267052157,2249.32264545067,0,91,114,0,0,5,7,7,5,5,5,2500000,0.5,1
4355,7537,1690,250000,54058.3034955436,109.284744239869,115.058062170818,172.040009255195,69,88,100,5,7,5,6,6,5,8,8,250000,0.2,1
4298,7267,1796,250000,48672.5019539736,102.36211510358,112.200024938991,0,69,87,0,5,12,5,6,6,0,0,0,250000,0.2,1
4125,6147,1625,250000,53175.7672936693,103.091149374826,111.663419922193,170.902218517827,69,87,100,5,12,5,7,7,5,8,8,250000,0.2,1
4097,8987,1556,250000,49634.4538512314,104.624048388283,0,166.549051454903,68,0,98,5,10,0,0,0,5,9,9,250000,0.2,1
4246,8897,1504,250000,53995.6927001592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.2,1
4046,6321,1800,250000,45338.1782296448,100.914934004717,112.001542405454,165.174630694713,69,88,98,5,12,5,6,6,5,8,8,250000,0.2,1
4459,7689,1575,250000,48656.7051722935,0,113.701959129374,169.171064075814,0,88,100,0,0,5,6,6,5,8,8,250000,0.2,1
4004,6920,1601,250000,53488.9562622594,0,111.881289221251,170.599056442783,0,87,99,0,0,5,7,7,5,8,8,250000,0.2,1
4276,7237,1518,250000,52080.3059495929,0,114.325591822136,165.878952111529,0,88,99,0,0,5,6,6,5,10,10,250000,0.2,1
4120,6760,1683,250000,53212.7104041245,0,114.784536248122,0,0,89,0,0,0,5,6,6,0,0,0,250000,0.2,1
4039,8904,1680,250000,50799.5152813409,0,115.394189361633,166.106617713461,0,88,99,0,0,5,5,6,5,10,10,250000,0.2,1
4440,7820,1727,250000,53600.0281326999,0,115.623254926575,167.185156282523,0,89,99,0,0,5,6,6,5,10,10,250000,0.2,1
4499,8958,1552,250000,48139.9955632037,0,112.859607010476,164.935193231273,0,87,99,0,0,5,6,6,5,10,10,250000,0.2,1
4323,6226,1759,250000,53506.0050436755,103.27315520953,114.173560942453,166.330169637599,69,88,99,5,12,5,7,7,5,10,10,250000,0.2,1
4349,7765,1700,250000,48844.5953762705,102.067861859277,112.245595210992,164.742599217238,69,87,99,5,12,5,6,6,5,10,10,250000,0.2,1
4270,7807,1620,250000,50044.554759487,0,111.136922857883,166.211746808138,0,87,98,0,0,5,7,7,5,9,9,250000,0.2,1
4302,6755,1770,250000,51278.3372428827,106.046311110842,112.392188296582,169.102156651676,68,87,99,5,9,5,6,6,5,8,8,250000,0.2,1
4331,7523,1552,250000,47093.4082747828,107.066568063449,112.93282464284,167.745348047801,69,88,99,5,7,5,6,6,5,8,8,250000,0.2,1
4024,6862,1796,250000,51241.6978053113,0,114.458833254381,166.974764508311,0,89,99,0,0,5,6,6,5,9,9,250000,0.2,1
4477,8277,1650,250000,54317.2396626041,0,113.962302276955,172.380846444169,0,87,100,0,0,5,6,6,5,8,8,250000,0.2,1
4397,6526,1787,250000,48710.8346124115,0,113.79231833293,165.526838366117,0,89,99,0,0,5,6,6,5,9,9,250000,0.2,1
4368,7187,1645,250000,48720.4114981602,0,113.747853539741,0,0,89,0,0,0,5,6,6,0,0,0,250000,0.2,1
4002,7541,1571,250000,47368.7303742988,101.544660198288,0,168.332871263676,69,0,100,5,12,0,0,0,5,8,8,250000,0.2,1
4365,6400,1523,250000,50086.2472523996,0,113.594158600715,0,0,88,0,0,0,5,6,6,0,0,0,250000,0.2,1
4248,8888,1741,250000,53130.9729515874,0,112.584160324677,167.420796195999,0,87,99,0,0,5,7,7,5,10,10,250000,0.2,1
4176,8193,1647,250000,52343.8341456884,0,115.890383535325,33.4094462574384,0,87,20,0,0,5,5,5,1,2,2,250000,0.2,1
4167,6905,1551,250000,52673.4536614173,102.961366671611,115.470455597137,0,69,87,0,5,12,5,5,5,0,0,0,250000,0.2,1
4046,8981,1787,250000,47819.2068851758,107.58613658555,0,167.807485045354,68,0,99,5,7,0,0,0,5,8,9,250000,0.2,1
4239,6877,1705,250000,50247.6828226415,0,110.945069657126,0,0,87,0,0,0,5,7,7,0,0,0,250000,0.2,1
4054,7726,1539,250000,54854.7361721982,0,0,167.389010691402,0,0,99,0,0,0,0,0,5,10,10,250000,0.2,1
4247,6524,1768,250000,54260.4831545281,108.636006249393,114.308037600495,0,68,88,0,5,7,5,6,6,0,0,0,250000,0.2,1
4172,7579,1752,250000,48878.3720920623,0,110.877278683938,166.604076474453,0,88,99,0,0,5,7,7,5,9,9,250000,0.2,1
4474,8086,1654,250000,54363.9333445643,103.788732209698,116.563183943141,169.635838854171,69,89,99,5,12,5,6,6,5,9,9,250000,0.2,1
4384,8637,1680,250000,47469.5318515739,104.070910496157,111.574730731388,0,68,88,0,5,10,5,7,7,0,0,0,250000,0.2,1
4342,7441,1650,250000,51589.3228560545,103.720505798112,115.387243205611,170.887403447188,69,87,100,5,11,5,5,5,5,8,8,250000,0.2,1
4246,7047,1587,250000,54821.8194593986,0,112.421257422544,167.140337374912,0,87,99,0,0,5,7,7,5,10,10,250000,0.2,1
4091,6268,1759,250000,45830.9551471962,0,113.222587240257,0,0,87,0,0,0,5,5,5,0,0,0,250000,0.2,1
4244,8494,1726,250000,51799.2637688517,0,113.886751717898,0,0,88,0,0,0,5,6,6,0,0,0,250000,0.2,1
4228,8544,1504,250000,49179.337897236,107.342882121418,112.942256623413,0,69,87,0,5,8,5,6,6,0,0,0,250000,0.2,1
4174,6696,1745,250000,47279.1246581552,0,112.69661618568,163.71021536407,0,88,99,0,0,5,6,6,5,10,10,250000,0.2,1
4340,6056,1529,250000,47548.707492781,0,112.045867062344,0,0,88,0,0,0,5,6,6,0,0,0,250000,0.2,1
4271,8504,1558,250000,47605.6973670152,0,114.167476190745,0,0,89,0,0,0,5,6,6,0,0,0,250000,0.2,1
4394,8078,1668,250000,53219.9487350885,0,113.41410259511,0,0,88,0,0,0,5,7,7,0,0,0,250000,0.2,1
4489,6484,1615,250000,54440.6893427121,106.76274142839,116.011218400364,171.199125403238,68,89,100,5,9,5,6,6,5,8,8,250000,0.2,1
4104,7789,1565,250000,48174.7114689465,0,110.418451295905,168.552242521827,0,87,99,0,0,5,7,7,5,8,8,250000,0.2,1
4376,6081,1714,250000,46583.8177789851,0,112.597887853826,0,0,88,0,0,0,5,6,6,0,0,0,250000,0.2,1
4325,8021,1530,250000,54185.0734261695,0,110.646487699395,167.330224352877,0,88,99,0,0,5,8,8,5,10,10,250000,0.2,1
4392,8716,1710,250000,53930.9496683534,104.113841565408,0,167.742632190336,69,0,99,5,12,0,0,0,5,10,10,250000,0.2,1
4100,7029,1728,250000,47785.7929960627,106.908997420352,113.277889694943,165.618558050808,68,88,99,5,7,5,6,6,5,9,9,250000,0.2,1
4087,6278,1527,250000,46091.0822757983,103.941400756728,111.416377672649,164.644762670712,68,87,99,5,9,5,6,6,5,9,9,250000,0.2,1
4036,8141,1619,1000000,207321.944716825,0,437.607769467322,642.220014025243,0,87,99,0,0,5,6,6,5,10,10,1000000,0.2,1
4385,8205,1545,1000000,190968.456827118,0,445.475609406206,649.708128638475,0,88,99,0,0,5,5,5,5,8,8,1000000,0.2,1
4371,8018,1750,1000000,213525.372797981,0,434.072099120638,632.131991844485,0,87,99,0,0,5,7,7,5,11,11,1000000,0.2,1
4127,7967,1653,1000000,210766.712778621,0,435.321638537184,653.825351841958,0,86,100,0,0,5,6,6,5,9,9,1000000,0.2,1
4496,8302,1564,1000000,208067.270222875,0,451.010561553822,664.877762673841,0,88,106,0,0,5,5,5,5,10,11,1000000,0.2,1
4455,6405,1732,1000000,207219.958687537,411.827237620725,434.392144828092,652.442158615696,68,86,100,5,9,5,6,6,5,9,9,1000000,0.2,1
4003,8225,1794,1000000,182942.17302778,413.92898916319,0,0,69,0,0,5,7,0,0,0,0,0,0,1000000,0.2,1
4227,7149,1517,1000000,204678.004723361,411.674595406846,450.964350077283,641.586114034307,68,88,98,5,9,5,5,5,5,9,10,1000000,0.2,1
4025,7684,1711,1000000,207782.783019443,0,451.371850584321,721.792984069308,0,88,106,0,0,5,5,5,5,5,5,1000000,0.2,1
4059,6973,1659,1000000,203423.941696097,0,431.548192656558,658.034839541123,0,87,99,0,0,5,7,7,5,8,8,1000000,0.2,1
4168,6414,1566,1000000,206230.001777324,420.875510122883,450.565500883838,142.947698177395,69,88,21,5,7,5,5,5,1,1,1,1000000,0.2,1
4323,6863,1718,1000000,197402.431321937,418.596708093961,431.540407693893,644.136659982572,69,86,99,5,7,5,6,6,5,9,9,1000000,0.2,1
4149,6181,1759,1000000,198947.716938963,398.02184337035,447.411691454819,0,68,88,0,5,11,5,5,5,0,0,0,1000000,0.2,1
4091,7484,1517,1000000,195387.055385856,417.857327370891,428.612763729551,655.858524990592,69,87,105,5,7,5,7,7,5,10,11,1000000,0.2,1
4016,6997,1718,1000000,194135.646167877,417.32176044416,445.885203920183,144.273058797005,69,88,21,5,7,5,5,5,1,1,1,1000000,0.2,1
4411,7300,1670,1000000,219439.94377582,0,455.042818285132,651.576038764868,0,88,98,0,0,5,5,5,5,9,9,1000000,0.2,1
4063,6613,1612,1000000,181594.688172186,0,430.352351085648,0,0,87,0,0,0,5,6,6,0,0,0,1000000,0.2,1
4055,8570,1626,1000000,207713.319398996,0,0,642.635305622842,0,0,99,0,0,0,0,0,5,10,10,1000000,0.2,1
4295,6155,1759,1000000,196679.150219278,0,440.265945955142,636.273676576519,0,88,99,0,0,5,6,6,5,10,10,1000000,0.2,1
