nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D
4264,7749,1581,0,0,4.3347857561598,4.86388871950478,7.20008181155332,36,53,62,5,6,5,6,7,5,11,11
4178,7156,1678,0,0,4.14757446274243,4.70919342379606,6.97468466660216,36,53,61,5,6,5,6,7,5,10,11
4025,7740,1594,0,0,4.26349933676993,4.79625452020304,7.09895400831869,36,52,61,5,6,5,6,6,5,10,11
4261,8409,1799,0,0,4.62004205014534,5.2208390797284,1.54551053606436,36,52,12,5,6,5,6,6,1,2,2
4007,6281,1731,0,0,3.82841438587742,4.40801308891816,1.30653888788753,36,53,12,5,6,5,6,7,1,2,2
4182,6400,1546,0,0,3.85960280802433,4.37816340764829,6.4869963142661,36,54,62,5,6,5,7,7,5,11,11
4129,8324,1753,0,0,4.53717799127158,5.12246883501285,1.51623757976786,36,52,12,5,6,5,6,6,1,2,2
4372,7441,1618,0,0,4.27952596207071,4.8214480848639,7.13982596181382,36,53,62,5,6,5,6,7,5,11,11
4326,8285,1523,0,0,4.50884208321266,5.01824892829613,7.42551818762101,36,53,62,5,6,5,6,7,5,11,11
4118,7169,1522,0,0,4.08235503925539,4.59198779697685,6.79917454769329,36,53,62,5,6,5,6,7,5,11,11
4316,7216,1522,0,0,4.15783240951083,4.66791579884301,6.91234177192191,36,54,62,5,6,5,7,7,5,11,11
4492,8827,1737,0,0,4.80586820436614,5.3863964315459,7.97096949785313,36,52,61,5,6,5,6,6,5,10,11
4426,7514,1552,0,0,4.29799707457772,4.81805079164681,7.13398463027066,36,54,62,5,6,5,7,7,5,11,11
4011,8529,1574,0,0,4.50930403393043,5.03467354312156,7.44750387975707,36,52,61,5,6,5,6,6,5,10,11
4359,6010,1666,0,0,3.82595650041519,4.3853135746143,6.50148301364792,36,54,62,5,6,5,7,7,5,11,11
4266,6447,1688,0,0,3.94701038716129,4.51290141938236,6.68804601107476,36,54,61,5,6,5,7,7,5,10,11
4196,6991,1681,0,0,4.10037542277361,4.6631827412743,6.90751457035717,36,53,61,5,6,5,6,7,5,10,11
4393,7629,1593,0,0,4.33888361723866,4.87284821691757,7.21413728323075,36,53,62,5,6,5,6,7,5,11,11
4010,6618,1700,0,0,3.92875430804823,4.49769573228836,1.3327098578406,36,52,12,5,6,5,6,6,1,2,2
4065,7805,1683,0,0,4.32596919214684,4.88834734288075,1.44723088535657,36,52,12,5,6,5,6,6,1,2,2
4400,8307,1656,0,0,4.58221433103296,5.13604851778176,7.6016803634172,36,52,62,5,6,5,6,6,5,11,11
4343,8042,1679,0,0,4.48616328441727,5.04769077267338,7.47222395097838,36,52,61,5,6,5,6,6,5,10,11
4407,6753,1614,0,0,4.06514210093294,4.60673671173857,6.82511170634383,36,54,62,5,6,5,7,7,5,11,11
4425,6488,1704,0,0,4.01392855824385,4.58561643119468,6.79644046138021,36,54,62,5,6,5,7,7,5,11,11
4120,7935,1673,0,0,4.38168018846697,4.94072102572458,7.31318245290475,36,52,61,5,6,5,6,6,5,10,11
4368,6840,1589,0,0,4.07333233152763,4.60622315124652,6.82380140641578,36,54,62,5,6,5,7,7,5,11,11
4447,6884,1585,0,0,4.11031947480501,4.64206672728027,6.87704507852075,36,54,62,5,6,5,7,7,5,11,11
4277,6102,1686,0,0,3.83754780352962,4.40322402064539,6.52732505099766,36,54,61,5,6,5,7,7,5,10,11
4094,6688,1513,0,0,3.91569145632125,4.42274434893292,6.55080401792522,36,54,62,5,6,5,7,7,5,11,11
4462,8822,1674,0,0,4.77443286963109,5.33315169561179,7.89251215538975,36,52,62,5,6,5,6,6,5,11,11
4450,8213,1721,0,0,4.58807549354221,5.16367581510863,7.64408433919157,36,52,61,5,6,5,6,6,5,10,11
4249,6286,1622,0,0,3.86779621519919,4.41191179259745,6.53859319460164,36,54,62,5,6,5,7,7,5,11,11
4113,8451,1609,0,0,4.52642141234962,5.06375969051874,7.49191371740278,36,52,61,5,6,5,6,6,5,10,11
4027,8330,1507,0,0,4.42742482322843,4.93077477857489,7.2940610132371,36,52,62,5,6,5,6,6,5,11,11
4422,7082,1679,0,0,4.19794106382145,4.76062506424054,7.05245592426786,36,54,62,5,6,5,7,7,5,11,11
4425,8939,1600,0,0,4.77694353671375,5.31165087167888,7.85781325551529,36,52,62,5,6,5,6,6,5,11,11
4263,6654,1557,0,0,3.97047416074223,4.492607488418,6.65578036251251,36,54,62,5,6,5,7,7,5,11,11
4085,6823,1703,0,0,4.01918676064544,4.5891433369324,1.35967163255334,36,53,12,5,6,5,6,7,1,2,2
4110,7122,1565,0,0,4.07876593661013,4.60269010689867,6.81564515242003,36,53,62,5,6,5,6,7,5,11,11
4438,8581,1715,0,0,4.70218196577856,5.27541786250709,7.80746610753339,36,52,61,5,6,5,6,6,5,10,11
4339,6407,1682,0,0,3.95415816443541,4.51833825943643,6.69663726976734,36,54,61,5,6,5,7,7,5,10,11
4160,7544,1699,0,0,4.27516819465858,4.84333780398668,7.1714816633971,36,52,61,5,6,5,6,6,5,10,11
4433,7308,1701,0,0,4.28208478256812,4.85192242420226,7.18677866979286,36,53,61,5,6,5,6,7,5,10,11
4012,6978,1588,0,0,4.00972132166079,4.54117964333573,6.7250559554781,36,53,61,5,6,5,6,7,5,10,11
4044,7723,1534,0,0,4.24402287440305,4.75692646800538,7.04026027956599,36,52,61,5,6,5,6,6,5,10,11
